AnnualRainfall,MonsoonRainfall,CloudVisibility,Humidity,Temperature,RiverWaterLevel,SoilSaturation,WindSpeed,Elevation,DrainageQuality,FloodOccurred
2552.0,1964.8,4.94,66.4,22.1,1.67,20.2,8.0,97.4,3,1
474.5,368.6,7.26,77.3,27.4,6.11,74.4,22.3,177.9,3,0
2345.8,1871.6,3.77,52.3,27.6,8.49,26.9,4.9,0.0,3,1
2423.0,1458.9,2.43,69.6,34.5,3.01,74.3,25.3,158.5,4,1
763.3,487.6,6.17,75.9,24.4,7.44,47.9,22.9,165.8,2,0
1628.7,1168.2,8.16,70.5,26.7,5.09,30.4,26.1,31.7,5,0
1614.3,1083.1,1.76,,16.3,2.33,66.6,13.7,177.1,3,1
1096.2,717.6,8.05,81.6,36.7,2.74,73.6,11.0,150.7,5,0
1411.1,902.3,8.04,69.9,22.6,5.03,46.2,15.7,30.9,5,0
1244.7,869.4,8.39,73.3,29.6,4.19,69.4,14.3,242.0,5,0
2676.1,1857.0,9.05,74.4,27.5,2.37,9.3,9.8,233.8,3,0
2267.8,1338.9,11.51,76.0,27.5,1.61,28.6,10.6,121.0,3,0
2435.8,1626.9,5.11,42.6,32.0,3.31,80.8,12.1,130.1,3,1
2160.8,1487.5,6.27,65.5,36.4,5.39,50.5,5.6,222.6,3,1
1235.5,855.7,4.96,47.7,29.3,4.99,17.8,20.4,129.9,1,0
1537.7,926.5,6.0,89.2,31.3,4.0,41.0,14.6,0.0,2,1
2044.7,1504.0,9.83,69.1,29.6,5.4,36.5,12.5,198.7,1,1
1188.9,661.4,2.64,67.1,33.1,7.08,51.7,6.1,68.7,4,0
2156.5,1377.4,3.85,83.5,25.7,5.79,47.6,5.7,111.0,1,1
1679.8,1251.6,9.44,76.3,33.4,4.76,58.6,30.5,295.8,1,0
1612.6,1114.3,8.55,53.1,33.6,6.86,53.6,10.0,136.6,1,0
2155.5,1326.2,5.09,68.9,33.4,3.08,82.2,19.9,150.2,2,1
2022.1,1463.5,8.14,65.0,24.7,4.55,63.5,16.3,201.0,5,0
1619.5,1120.5,6.85,,27.2,4.6,64.2,0.0,200.5,4,0
2379.7,1782.5,9.75,59.6,29.2,2.53,78.3,29.3,58.1,4,0
1259.5,924.1,6.19,67.2,21.1,4.16,47.2,20.5,144.0,2,0
2108.0,1480.9,8.56,68.3,36.0,0.85,29.8,8.9,153.6,1,0
2096.6,1409.0,12.61,47.8,27.9,8.82,79.1,14.8,177.2,5,0
1645.2,959.7,7.5,87.3,29.4,3.13,57.7,5.8,178.9,3,1
1963.1,1207.9,6.12,68.5,25.1,8.17,57.8,29.6,408.7,2,0
1174.4,769.0,7.81,70.6,21.4,5.08,42.3,7.7,32.4,5,0
2262.0,1583.0,5.09,76.0,25.0,6.13,42.7,10.8,248.0,2,1
1707.5,1158.4,11.97,58.2,29.1,4.02,71.9,9.2,268.3,2,0
1538.6,957.1,6.45,,31.4,5.42,74.7,15.6,199.3,3,1
2324.5,1282.2,5.32,64.5,28.8,6.3,70.7,26.0,85.0,5,0
1447.8,975.9,3.91,56.6,29.7,6.33,70.9,29.3,316.5,1,0
1095.8,680.9,8.74,78.6,26.3,6.55,66.4,11.8,0.0,5,0
1021.7,749.6,8.17,92.4,30.5,4.26,57.6,18.0,81.7,5,0
2103.0,1169.2,4.76,80.9,35.4,4.04,51.5,15.7,267.2,1,1
1159.8,807.5,7.44,83.8,31.5,1.81,79.2,7.1,113.0,3,0
2677.4,2102.7,2.23,62.2,32.0,6.05,47.5,34.4,309.6,5,1
759.0,450.6,6.46,46.0,29.5,7.16,62.4,25.9,0.0,1,0
2648.2,1768.8,7.13,92.4,20.5,8.23,38.9,16.5,38.8,2,1
1905.5,1091.6,10.27,100.0,22.8,5.61,41.8,27.7,96.8,2,0
1751.6,1237.4,4.07,93.1,30.3,3.47,50.3,24.7,191.7,1,1
1527.5,1050.4,2.8,65.0,27.9,1.61,38.9,15.7,127.8,2,0
1999.6,1303.4,3.76,52.7,30.2,7.08,71.0,17.6,101.0,5,1
1781.2,1211.8,2.66,54.0,36.4,1.41,28.0,27.1,292.0,1,0
2351.7,1820.5,9.34,44.7,31.6,4.32,57.0,7.4,301.3,5,0
1857.1,1112.5,9.87,68.4,34.3,4.55,57.7,28.4,108.6,4,0
1875.2,1041.9,6.8,94.1,28.5,4.86,18.8,13.2,0.0,3,0
1618.2,1238.6,9.05,67.9,24.0,5.07,46.2,27.2,0.0,3,0
1771.5,1229.9,6.33,74.5,27.7,5.28,60.1,15.0,173.9,3,1
1953.9,1509.7,5.76,90.6,24.0,0.5,63.6,17.7,215.6,1,1
944.9,660.7,5.17,63.9,35.8,5.03,50.9,14.7,156.3,4,0
1125.9,847.3,5.22,100.0,32.0,0.54,68.5,10.7,142.9,3,0
2171.6,1427.7,2.13,99.9,30.6,6.46,52.8,12.8,69.5,5,1
1885.4,1390.4,6.66,68.0,34.2,3.89,55.3,26.0,215.5,3,0
1708.0,1329.3,5.9,61.3,17.9,0.69,60.0,0.0,317.8,4,0
1809.2,1253.8,7.86,80.5,30.9,3.37,73.5,5.1,0.0,5,0
1973.8,1174.8,6.23,64.8,21.4,3.86,41.5,9.2,142.2,5,0
1530.1,944.4,5.59,52.7,28.0,7.38,45.3,6.4,53.0,1,0
1410.8,846.0,3.82,89.2,26.4,5.39,41.6,27.1,1.0,1,1
1897.9,1161.0,6.18,88.2,31.3,5.69,48.4,25.1,37.0,2,1
1310.8,821.4,7.85,72.3,29.1,7.36,83.5,19.7,188.0,4,0
2004.1,1380.4,3.14,51.1,34.7,4.81,66.5,9.9,190.5,5,1
948.7,661.2,6.22,51.6,25.0,6.51,32.4,25.7,296.0,4,0
2314.6,1519.8,6.58,71.6,31.5,6.37,43.0,2.3,150.9,3,1
2036.3,1433.3,4.2,62.5,28.8,2.43,,32.1,0.0,3,1
1928.0,1099.7,4.53,64.9,19.8,7.95,36.9,9.5,126.2,2,1
2291.3,1310.5,6.58,85.3,23.4,2.16,40.5,12.9,11.4,5,0
2632.7,1561.1,3.17,81.0,27.3,6.83,81.9,11.6,29.3,5,1
2307.2,1567.8,6.87,90.7,33.6,1.97,42.7,6.4,208.1,2,1
879.6,530.8,3.76,55.1,30.3,6.2,74.1,30.4,169.4,3,0
1160.2,720.3,8.66,64.9,22.2,8.72,80.1,21.3,208.8,5,0
1487.6,967.1,11.84,81.4,27.3,4.57,40.3,24.7,114.3,4,0
1813.0,1365.2,3.85,76.7,38.1,4.49,37.2,5.2,229.1,5,0
2058.8,1139.5,7.34,93.0,28.6,6.22,49.5,16.4,108.7,3,0
1437.1,1023.7,4.18,76.3,26.4,4.34,33.2,19.2,261.7,5,0
1893.4,1358.0,8.6,97.7,30.5,8.64,57.4,17.2,184.5,5,0
1422.3,1066.3,2.84,78.1,31.8,5.38,50.9,5.7,129.3,1,1
1494.2,1170.3,7.2,85.9,25.7,4.36,62.2,23.6,171.2,5,0
1096.7,608.7,3.82,65.1,30.5,3.92,82.9,16.0,148.2,2,0
1338.4,787.6,5.48,70.2,26.4,3.13,71.3,7.4,309.6,2,0
1124.2,867.3,3.42,83.7,31.6,3.74,64.8,0.2,174.5,4,0
1312.1,872.0,8.06,94.2,28.8,4.3,15.7,19.9,149.8,5,0
2326.8,1608.2,3.91,80.9,30.4,4.02,63.9,34.6,126.2,4,1
1325.3,948.6,7.38,,24.2,3.68,89.5,6.9,234.3,3,0
3116.2,2242.9,5.14,90.7,23.9,9.2,5.0,16.4,220.8,3,1
2046.7,1602.4,5.71,37.1,32.7,2.94,68.8,23.9,122.6,1,0
1892.4,1512.5,6.37,48.7,27.6,5.29,51.8,4.8,34.4,1,1
1370.8,1000.8,4.1,80.2,29.4,6.19,38.0,11.2,59.8,5,0
2150.2,1337.0,6.53,70.2,26.5,6.26,71.0,8.1,131.6,5,0
1512.2,1164.3,9.83,79.1,32.5,4.88,89.2,22.9,284.9,4,0
1861.0,1046.5,4.05,71.0,25.0,4.52,70.5,25.6,125.0,4,0
3080.0,1872.0,8.93,78.6,27.3,5.9,47.6,16.3,90.6,5,1
1752.0,1356.6,9.75,57.8,31.9,5.53,36.1,8.3,0.0,5,0
2374.6,1458.1,3.96,78.6,33.9,4.48,57.9,11.5,301.4,1,1
1448.4,876.5,2.36,84.9,25.4,1.88,72.5,10.0,206.9,1,1
1782.5,1041.9,6.75,88.3,37.8,4.06,47.3,7.2,229.6,1,1
2685.4,2053.7,4.63,100.0,29.6,2.71,49.2,14.2,246.2,5,1
1486.5,1003.4,10.67,73.7,22.8,3.67,100.0,19.6,133.5,4,0
2706.2,1945.0,6.09,74.1,29.8,5.07,76.6,18.9,158.5,2,1
2153.9,1313.4,3.99,47.2,26.1,5.72,78.0,14.9,298.9,2,1
1518.8,1123.1,3.13,62.0,30.2,8.56,25.8,15.5,168.0,4,0
2116.2,1566.0,8.72,67.1,27.8,3.93,40.9,14.3,208.8,4,0
2286.3,1436.1,4.57,85.8,28.4,6.55,56.5,4.6,237.1,4,1
2110.9,1377.7,6.11,60.8,23.4,5.61,35.0,16.3,214.3,1,1
1014.9,611.4,8.39,81.9,33.0,7.59,87.0,10.3,137.2,3,0
1436.4,1140.7,4.79,70.0,22.2,6.15,83.2,4.2,146.6,5,1
1676.2,1192.5,5.89,67.3,22.5,2.98,,18.0,227.8,1,0
1762.8,1381.4,5.96,73.7,29.8,1.55,90.7,10.1,227.6,2,0
2110.3,1320.7,7.71,64.1,36.0,5.62,54.9,16.8,266.8,5,0
1888.9,1408.1,7.48,63.6,26.2,3.94,100.0,21.8,205.1,4,1
1132.3,839.6,5.45,44.4,31.5,3.04,57.9,7.4,209.7,2,0
1990.1,1438.7,6.16,66.3,33.4,2.46,66.5,15.7,105.4,4,1
2105.3,1666.1,5.07,62.8,32.1,5.32,83.0,0.5,91.9,4,0
2079.9,1348.6,2.31,62.3,26.4,8.02,80.6,27.3,228.1,4,1
2340.4,1363.7,6.64,76.3,22.5,4.18,65.2,4.1,92.6,5,0
2217.0,1591.6,10.73,79.9,17.0,6.18,52.2,10.9,147.9,2,0
2029.6,1486.3,3.79,73.5,26.7,4.8,65.3,25.7,287.9,2,1
1764.9,1224.4,4.07,84.9,33.9,2.42,38.7,13.1,272.1,4,0
969.5,583.4,3.82,78.6,22.4,6.47,58.0,5.4,180.2,1,1
2014.8,1362.2,7.81,65.6,31.5,2.81,32.8,20.7,120.4,3,0
1903.8,1195.7,7.12,63.1,23.2,5.04,19.4,20.5,137.7,1,0
1935.8,1271.6,5.6,74.7,28.5,4.32,56.0,9.9,236.8,5,0
1161.6,826.3,3.7,78.6,31.5,6.79,80.2,10.8,146.4,3,1
1259.5,927.4,6.23,91.0,24.7,2.88,73.5,11.5,94.2,1,0
2326.6,1414.7,2.09,87.9,28.9,5.78,53.4,13.3,271.6,2,1
1780.2,1159.5,6.36,61.9,25.9,3.32,89.9,0.0,168.2,1,1
2140.8,1321.5,8.18,68.5,31.5,3.98,43.6,13.5,92.3,4,0
1814.2,1087.9,2.87,80.1,29.2,0.5,16.6,29.3,197.9,5,0
1814.9,1353.6,2.17,86.0,28.3,9.18,11.4,7.8,247.1,1,1
2269.1,1763.8,9.95,84.1,35.8,6.1,31.4,10.3,49.2,1,1
1542.0,990.8,4.47,69.0,31.3,3.47,71.3,5.5,130.0,3,0
1848.1,1363.5,8.84,51.2,24.5,2.75,42.3,19.9,125.3,4,0
1568.9,1214.7,5.62,55.0,27.6,4.01,64.2,24.6,195.2,3,1
1582.8,1205.3,5.6,74.1,27.6,6.43,87.9,24.4,213.2,5,0
1645.4,980.2,7.1,75.1,28.4,1.22,33.0,5.0,94.9,5,0
1911.1,1508.0,3.79,53.5,40.6,4.72,64.6,19.0,0.7,4,1
1560.6,1005.3,6.33,70.7,29.9,8.54,65.8,26.5,253.2,3,0
2427.9,1541.2,5.05,79.5,17.8,2.73,37.8,19.1,38.0,4,0
1352.7,765.1,2.7,52.7,25.3,5.16,82.1,18.8,177.1,3,0
1706.6,1146.0,6.84,86.6,18.3,9.41,49.2,11.2,136.8,2,1
1580.1,912.1,5.34,64.3,26.4,6.26,47.3,16.8,166.2,4,0
2523.5,1544.7,5.61,88.9,18.1,5.25,97.2,24.9,315.1,5,1
1898.3,1194.5,2.97,62.0,23.6,6.01,65.5,17.6,453.8,3,0
2315.9,1742.1,9.98,54.6,20.4,4.2,73.5,5.0,0.0,2,1
1057.2,812.9,8.19,63.1,29.9,7.6,82.1,11.4,248.4,5,0
1933.5,1209.6,8.41,68.6,28.0,4.2,42.0,24.7,134.4,3,0
2244.8,1716.6,5.24,64.2,29.5,1.08,80.0,17.6,254.8,2,1
1841.1,1407.2,1.68,66.8,27.5,4.22,45.0,16.0,245.7,5,0
2332.7,1728.9,10.88,75.0,21.0,3.07,44.1,10.6,291.0,5,0
1541.4,904.3,5.85,67.4,30.6,4.44,49.6,24.5,178.5,2,0
2504.7,1809.8,4.13,69.0,37.6,4.48,42.6,28.3,61.0,5,1
2949.4,2319.0,7.04,44.4,30.0,7.39,71.4,25.1,242.8,3,1
1618.6,1166.4,8.92,75.9,25.9,6.39,60.3,26.5,161.8,3,0
1577.2,998.2,5.94,68.7,20.9,5.53,45.2,12.1,126.6,5,0
2526.7,1705.9,9.2,94.2,23.5,4.99,68.5,11.0,102.4,1,1
2589.8,1842.5,8.71,55.9,30.3,2.88,49.5,13.7,250.6,2,0
1538.6,1042.6,3.31,42.9,33.4,0.64,48.4,15.3,310.3,1,1
1589.9,922.1,4.32,79.3,29.3,5.23,56.0,26.4,30.5,3,0
1659.1,1041.9,8.39,75.2,32.0,6.59,64.3,24.3,212.2,5,0
1127.8,846.5,0.2,54.9,31.5,4.78,62.8,19.3,112.8,4,0
1340.7,1026.1,5.63,47.1,30.5,3.93,47.7,3.6,3.3,4,0
1297.9,758.4,2.42,93.1,24.7,5.93,71.9,1.5,164.8,1,1
1416.1,1116.0,4.81,91.2,28.9,4.83,50.6,16.9,66.7,1,1
1782.7,1127.0,5.25,32.7,23.8,8.37,41.9,22.0,0.0,1,0
1917.1,1371.8,5.1,63.1,28.1,7.47,25.6,14.4,71.8,3,1
2575.3,1900.4,4.62,95.0,29.7,6.92,74.7,30.3,47.2,3,1
1300.8,979.5,3.26,62.9,36.4,6.52,55.2,6.3,85.3,5,0
2292.2,1802.6,11.73,62.6,21.5,2.42,59.2,5.3,17.4,3,1
1693.0,1063.6,10.67,65.8,30.4,6.33,75.9,9.7,110.5,5,0
1775.3,1357.4,3.09,53.2,35.4,5.75,45.5,9.4,78.7,5,0
2137.4,1245.9,9.96,44.4,31.8,6.21,27.5,19.2,187.6,1,0
1238.6,899.6,5.0,85.8,32.2,5.99,56.4,11.6,209.4,4,1
1991.2,1464.5,6.32,42.4,30.9,5.91,61.2,2.6,176.0,1,0
1883.2,1354.9,5.84,73.7,34.5,10.4,49.7,22.1,126.5,3,0
2046.2,1254.5,4.35,83.3,22.6,4.85,84.5,0.9,123.8,2,1
1944.6,1493.9,8.46,48.2,21.1,6.87,5.3,6.4,66.3,3,0
3027.7,1793.0,6.31,56.1,28.0,4.06,77.4,2.0,68.7,4,1
1481.1,834.5,4.81,88.2,17.2,6.58,70.8,16.7,220.4,3,0
1534.5,1119.2,2.74,78.0,34.2,6.88,64.1,16.5,0.0,4,1
1488.4,995.6,3.77,60.7,34.1,5.73,5.0,30.3,141.9,2,1
1522.3,1160.4,1.9,88.0,25.8,8.34,80.7,22.3,117.6,2,1
1481.3,956.7,6.03,88.1,26.1,3.23,34.5,26.5,209.9,5,0
2394.5,1417.7,3.01,74.0,27.6,4.03,44.8,17.3,7.5,3,1
2510.3,1905.6,5.34,56.5,28.3,5.42,51.6,7.2,151.2,5,0
1514.6,1040.9,9.43,63.8,28.6,6.76,63.1,16.0,184.3,1,0
1383.8,826.6,9.0,74.3,30.8,5.36,67.8,19.7,0.0,1,0
2035.7,1486.3,5.92,67.2,27.1,7.57,72.9,20.6,42.6,1,1
1523.9,1032.9,5.78,84.1,32.7,3.68,71.3,11.2,140.8,1,1
2116.5,1483.8,10.7,47.1,30.2,2.72,60.1,18.9,201.4,1,0
1901.5,1264.9,7.3,47.6,25.0,5.62,63.3,7.5,168.2,3,0
1042.1,789.1,5.18,72.7,34.7,4.85,,6.7,206.0,5,0
2573.8,1949.3,2.43,62.6,21.2,6.09,40.0,6.1,42.1,5,1
2697.9,1962.3,6.98,60.6,27.5,4.95,72.9,15.2,0.0,4,1
1493.6,860.8,8.07,43.5,32.8,4.32,71.7,5.6,158.5,1,0
1606.1,1220.2,4.42,70.3,24.4,4.85,69.5,11.6,27.1,2,1
1942.9,1394.5,6.73,69.2,29.5,5.06,44.7,22.2,63.5,4,1
1967.2,1424.8,5.09,79.8,30.7,4.39,73.2,6.8,243.2,4,1
2129.3,1364.3,5.54,71.0,23.7,4.59,31.8,11.0,168.9,3,0
2805.1,2159.4,0.2,68.0,27.6,4.19,76.5,15.6,93.2,4,1
1711.5,1251.7,5.45,87.7,27.2,6.71,49.8,17.0,80.2,2,1
1400.9,809.9,8.42,50.3,25.2,5.39,88.7,11.0,212.1,5,0
1110.3,723.9,4.42,78.0,39.5,9.51,24.6,21.3,171.2,4,0
1434.5,1106.9,6.13,44.9,24.2,5.32,90.3,19.7,28.5,3,0
1783.4,1001.9,4.11,57.4,33.0,3.9,47.8,24.1,0.0,1,1
2697.3,2131.8,6.9,51.8,26.0,10.34,47.4,14.3,338.2,2,1
1541.2,1109.3,5.46,81.7,22.6,5.83,58.9,10.9,27.8,1,1
1911.9,1353.3,3.65,69.0,28.5,6.98,41.1,9.5,202.8,4,0
1791.8,1106.7,9.33,69.8,31.2,6.18,53.6,17.5,301.1,5,0
2394.2,1465.7,8.32,53.4,32.6,6.25,40.2,12.0,164.8,3,1
3063.5,2406.4,4.49,65.5,35.8,6.07,41.0,10.4,90.0,2,1
1534.6,958.4,7.24,58.5,42.7,2.8,64.7,11.4,7.4,5,0
1555.3,1156.9,7.34,75.8,29.3,5.74,37.0,9.5,6.0,2,1
2322.1,1505.4,7.61,55.1,24.7,2.35,39.6,16.6,187.7,3,0
2140.9,1252.1,1.76,89.9,30.3,4.65,27.5,3.7,295.1,3,1
2723.4,1505.1,8.52,44.9,26.7,3.55,44.9,17.4,110.5,4,1
2092.0,1435.2,4.58,57.9,32.6,5.71,81.2,20.4,94.4,2,1
1620.4,1286.5,5.11,95.2,21.5,5.67,38.1,10.4,219.7,4,1
2095.3,1345.8,12.59,63.5,39.8,5.96,40.4,,81.4,2,0
2354.4,1505.1,6.75,50.3,32.3,5.57,58.9,15.1,177.4,2,1
2210.2,1405.8,5.03,73.3,19.6,3.79,47.6,2.5,154.2,1,1
2053.6,1396.8,0.49,62.9,24.5,4.48,99.6,12.8,109.1,4,1
2333.3,1540.4,9.47,57.5,32.1,6.84,51.7,15.5,148.4,2,1
2384.6,1836.1,2.64,53.6,33.9,7.14,61.7,18.6,326.3,2,1
2491.1,1684.9,3.49,100.0,21.6,2.71,73.9,12.9,210.5,3,1
2124.4,1438.1,5.17,66.2,31.6,1.94,73.5,6.9,259.3,1,1
1716.4,1003.4,9.54,41.1,18.3,3.55,59.7,6.2,58.1,3,0
1873.4,1490.6,7.93,92.4,27.6,7.09,,9.8,259.6,4,0
2403.3,1472.0,5.61,79.2,33.6,7.43,95.5,10.5,213.9,4,1
1391.5,790.9,6.77,58.5,25.2,3.15,53.0,5.9,0.0,2,0
1984.3,1420.4,4.5,56.0,20.5,5.61,46.2,9.1,204.0,5,0
1603.3,1120.5,6.35,80.1,28.7,8.67,42.1,20.3,98.7,3,1
1814.4,1186.2,6.18,66.3,25.0,5.83,20.5,28.2,0.0,4,0
2439.2,1599.0,8.42,41.1,31.1,7.84,71.4,21.0,163.0,2,1
1895.5,1414.6,8.42,96.8,23.6,7.0,8.0,25.4,203.9,2,0
1823.2,1092.0,7.23,63.5,24.1,3.18,54.9,22.8,165.2,3,0
1120.1,845.7,5.09,92.4,17.9,4.62,50.9,21.7,139.1,2,0
2173.1,1547.7,7.85,89.2,28.8,5.07,99.8,12.3,116.9,1,1
2122.7,1389.8,5.77,55.0,27.2,5.21,18.4,16.1,396.7,5,0
2881.6,1914.9,3.3,85.5,22.1,6.83,37.0,11.6,31.7,3,1
1646.1,1011.0,4.99,60.2,29.0,5.82,52.3,13.2,237.3,3,0
1909.6,1409.3,6.21,42.0,33.1,0.5,51.0,15.5,151.5,3,0
1924.7,1305.4,8.28,63.6,26.9,2.37,44.0,20.7,64.6,2,0
2588.7,1631.5,5.54,76.0,29.3,0.63,53.4,18.4,145.2,2,1
1752.4,1224.9,2.98,63.1,29.4,5.35,29.8,13.7,10.7,3,1
1939.5,1549.5,6.14,65.4,22.0,5.48,62.1,15.4,90.5,3,1
2103.9,1386.1,6.28,87.2,38.3,5.57,8.6,18.5,145.3,1,1
1893.3,1477.1,6.46,71.6,25.6,3.08,54.5,20.3,0.0,4,1
1576.8,1003.2,8.3,57.4,31.3,6.35,43.0,2.8,200.6,1,0
1897.0,1069.3,8.55,80.5,31.8,6.43,75.3,6.4,53.6,3,1
2336.8,1404.6,4.51,73.0,27.3,2.49,90.1,23.9,4.8,2,1
1286.7,842.4,4.46,32.2,31.0,2.07,48.4,14.5,42.0,2,0
1866.5,1129.1,3.4,76.4,29.2,5.0,82.8,11.6,367.6,3,0
1449.9,797.5,7.75,75.9,20.9,8.58,48.7,12.9,0.0,4,0
2397.5,1867.1,9.62,70.3,26.3,8.4,35.7,12.9,193.6,5,1
1038.4,790.2,5.21,83.4,24.9,6.13,89.9,19.5,74.8,5,0
1520.5,1118.5,5.4,59.9,25.7,3.54,65.4,6.1,115.0,1,1
1988.6,1177.2,9.67,75.0,21.5,6.77,55.1,15.2,210.4,4,0
2582.8,1498.2,7.26,46.5,33.6,4.1,68.7,17.0,205.5,5,0
1767.1,1001.8,7.09,76.1,36.0,3.46,60.5,18.2,81.9,4,0
1522.4,1112.9,3.02,99.3,32.9,0.71,53.6,,14.2,2,1
2740.6,2143.7,7.7,55.1,34.4,5.2,28.5,19.1,212.2,2,1
1076.0,707.6,3.68,58.6,26.3,3.74,49.6,10.4,205.2,4,0
700.6,406.2,3.16,59.3,24.8,5.19,67.5,7.5,121.5,3,0
2020.0,1369.8,5.13,71.9,24.1,0.5,52.5,34.7,194.2,5,0
1549.0,987.0,4.54,54.1,31.2,5.34,73.0,12.6,105.4,5,0
1289.4,830.0,5.45,76.3,29.1,0.5,62.7,,67.3,2,0
2154.2,1519.4,2.4,82.7,27.6,7.18,37.4,20.4,150.4,1,1
1921.9,1402.4,8.4,78.0,34.5,6.04,28.6,27.8,201.9,5,0
1518.0,876.9,8.82,43.5,30.0,4.44,51.9,10.6,180.9,2,0
1159.8,648.2,1.13,84.9,23.8,6.13,44.5,7.0,200.9,2,0
2236.2,1785.8,8.45,84.1,24.6,3.04,61.7,5.1,73.9,4,0
2125.1,1292.4,3.97,82.5,31.4,5.14,40.6,27.7,308.2,4,1
1750.4,986.3,8.14,75.6,33.2,6.59,42.7,6.7,115.8,4,0
2723.3,1627.1,5.83,73.3,30.8,0.5,76.1,14.8,138.1,1,1
1265.0,708.0,6.07,85.5,37.5,4.11,58.0,7.2,18.1,5,0
1037.2,672.1,5.54,98.9,36.2,4.95,40.9,3.4,130.6,1,0
1454.0,1091.4,9.03,55.7,30.2,4.61,55.4,12.7,203.2,1,0
1777.2,1129.1,2.9,86.2,23.8,7.91,82.6,7.5,226.3,4,1
1921.7,1270.3,7.52,68.7,21.5,2.75,60.9,9.5,306.2,2,1
1679.4,1207.3,8.75,68.1,26.1,3.76,66.9,31.0,202.0,3,0
1976.0,1338.2,7.79,47.0,31.8,1.17,40.0,18.4,177.7,2,0
1174.2,898.7,11.81,65.7,37.1,8.02,75.5,22.5,105.4,2,0
2521.9,1933.0,4.68,55.0,30.1,4.51,100.0,21.6,83.8,2,1
1758.9,971.8,8.39,63.0,33.8,4.12,39.2,14.2,247.0,2,0
2358.6,1756.0,5.73,53.5,26.8,4.9,31.4,11.5,245.1,1,1
1971.4,1311.3,9.08,63.3,31.1,6.27,58.5,17.0,42.3,4,0
2028.4,1617.0,5.98,63.9,32.1,5.69,72.5,16.3,222.3,4,1
2084.9,1398.6,5.03,71.5,18.1,10.3,53.2,10.4,215.0,2,1
2023.9,1612.5,9.27,45.8,25.9,5.91,33.9,16.0,38.6,3,1
2121.4,1566.9,4.77,48.3,32.7,4.07,52.8,9.3,204.0,5,1
2464.6,1508.7,2.47,75.4,29.4,3.88,67.0,13.6,45.0,2,1
1898.3,1299.5,4.71,58.0,22.0,4.21,46.9,12.3,0.0,2,0
2154.5,1719.4,7.55,86.1,15.8,2.0,67.1,4.8,134.0,3,1
1755.1,1341.6,9.48,73.4,26.2,5.08,78.3,0.0,175.8,1,0
2520.1,1447.4,6.28,79.1,27.6,6.57,59.8,7.5,138.5,2,1
1461.8,1062.1,9.3,91.2,23.6,3.77,54.4,29.4,436.7,3,0
2700.5,1718.6,2.6,65.4,28.7,3.39,71.6,12.5,187.9,1,1
1779.9,982.1,4.89,61.4,30.5,8.03,37.9,21.2,164.7,1,0
1084.6,705.9,5.28,83.1,31.4,2.15,35.9,0.0,193.0,2,0
1864.1,1134.6,5.71,77.6,16.2,0.86,49.7,6.9,105.9,1,1
1459.5,1101.5,6.21,67.2,21.4,2.69,45.2,4.2,242.9,2,0
2220.3,1408.4,7.73,90.9,26.5,1.92,38.9,13.4,186.1,2,1
1473.7,1115.4,4.89,66.8,30.9,5.77,91.6,34.4,181.5,4,0
1576.9,867.5,6.35,70.5,30.4,4.28,,18.7,87.6,5,0
855.2,536.2,5.89,70.3,30.4,4.56,47.9,28.6,0.0,5,0
1573.8,960.5,3.69,56.0,26.1,7.31,56.8,13.0,99.9,4,0
588.1,357.8,5.72,71.2,26.4,3.62,51.2,25.9,178.3,2,0
1008.0,571.6,5.64,91.0,24.4,6.55,77.1,31.6,105.5,3,0
2180.2,1301.1,5.59,76.7,31.8,8.02,81.1,14.1,179.2,1,1
2192.9,1510.7,6.08,70.5,23.4,4.09,19.5,10.7,126.8,4,0
2012.7,1253.6,6.19,67.6,32.3,6.47,,4.5,193.1,4,1
1316.5,861.5,4.92,75.0,29.0,4.52,28.9,12.5,52.3,4,0
1776.1,1144.2,9.18,81.2,27.8,6.85,90.2,15.7,169.3,4,0
1798.2,1382.8,3.08,79.1,24.7,1.86,63.8,31.2,85.9,5,1
1220.8,947.8,4.2,65.0,21.2,1.71,38.5,4.6,0.0,2,0
2551.7,1717.9,12.95,74.9,24.8,4.22,50.2,15.5,133.5,4,0
2238.7,1416.1,3.41,77.2,26.3,3.22,49.2,0.5,303.6,4,1
1689.5,974.3,2.62,54.9,16.2,3.97,65.5,11.6,4.1,4,1
1813.4,1429.6,7.84,72.5,27.0,4.56,75.8,17.5,161.9,3,1
1904.2,1076.0,0.81,37.6,32.6,6.44,32.0,19.1,229.8,3,1
779.1,486.5,5.41,77.2,30.8,4.18,91.8,19.7,380.0,1,0
1676.4,1046.9,11.36,79.9,25.5,3.35,87.1,18.2,100.7,2,0
1459.0,919.3,2.14,81.2,28.2,4.3,37.5,19.6,86.8,4,0
1299.2,767.9,1.05,64.1,25.2,3.46,56.5,15.4,33.3,1,0
1659.4,1237.6,2.25,74.6,28.7,3.13,89.2,6.6,264.1,1,1
2698.8,1567.0,8.25,91.4,35.7,1.77,79.7,0.2,63.3,2,1
2120.4,1502.8,8.81,91.2,32.8,5.14,48.3,10.6,112.9,3,0
1514.4,879.8,4.72,69.6,30.6,3.86,71.3,13.9,0.0,2,1
2086.3,1184.2,7.71,72.1,25.5,6.93,100.0,25.0,238.4,1,1
2499.7,1943.1,9.48,86.7,31.7,2.11,57.1,14.2,265.8,2,1
